spp,sp_code,shpcode,DIVISION,FAMILY,GENUS,SPECIES,Ha,Ma,Ka,Oa,Mo,La,Ke,Ni,Pioneer,Envelope gap,GAP_Habitat,Substrate,Forest,Shrubland,Grassland,Alien_hab_comp,CCE_Area,Common Name,Conservation Status,Status.simplified,Native Status,Coastal,spp_old,family_old,genus_old,species_old,Status.simplified_old,Test spp,TEs,temp
Schiedea ligustrina,942,Schligu,Dicot,Caryophyllaceae,Schiedea,ligustrina,0,0,0,485,0,0,0,0,0,0,0,0,1,1,1,0,216.3096,None,Vulnerable,Vulnerable,Endemic,Non_coastal,Schiedea ligustrina,Caryophyllaceae,Schiedea,ligustrina,Vulnerable,0,0,0
Schiedea lychnoides,943,Schlych,Dicot,Caryophyllaceae,Schiedea,lychnoides,0,0,519,0,0,0,0,0,0,0,0,0,1,1,1,0,104.4036,Kuaw?waenohu,Endangered,Endangered,Endemic,Non_coastal,Schiedea lychnoides,Caryophyllaceae,Schiedea,lychnoides,Endangered,0,1,0
Schiedea lydgatei,944,Schlydg,Dicot,Caryophyllaceae,Schiedea,lydgatei,0,0,0,0,401,0,0,0,0,0,0,0,1,1,1,0,26.9046,None,Endangered,Endangered,Endemic,Non_coastal,Schiedea lydgatei,Caryophyllaceae,Schiedea,lydgatei,Endangered,0,1,0
Schiedea mannii,945,Schmann,Dicot,Caryophyllaceae,Schiedea,mannii,0,0,0,486,0,0,0,0,0,0,0,0,1,1,1,0,92.9421,None,Vulnerable,Vulnerable,Endemic,Non_coastal,Schiedea mannii,Caryophyllaceae,Schiedea,mannii,Vulnerable,0,0,0
Schiedea membranacea,946,Schmemb,Dicot,Caryophyllaceae,Schiedea,membranacea,0,0,520,0,0,0,0,0,0,0,0,0,1,1,1,0,348.3783,None,Endangered,Endangered,Endemic,Non_coastal,Schiedea membranacea,Caryophyllaceae,Schiedea,membranacea,Endangered,0,1,0
Schiedea menziesii,947,Schmenz,Dicot,Caryophyllaceae,Schiedea,menziesii,0,509,0,0,0,304,0,0,0,0,0,0,1,1,1,0,576.6111,None,Vulnerable,Vulnerable,Endemic,Non_coastal,Schiedea menziesii,Caryophyllaceae,Schiedea,menziesii,Vulnerable,0,0,0
Schiedea nuttallii,948,Schnutt,Dicot,Caryophyllaceae,Schiedea,nuttallii,0,0,521,487,0,0,0,0,0,0,0,0,1,1,1,0,60.5295,None,Endangered,Endangered,Endemic,Non_coastal,Schiedea nuttallii,Caryophyllaceae,Schiedea,nuttallii,Endangered,0,1,0
Schiedea obovata,949,Schobov,Dicot,Caryophyllaceae,Schiedea,obovata,0,0,0,488,0,0,0,0,0,0,0,0,1,1,1,0,25.7661,None,Endangered,Endangered,Endemic,Non_coastal,Schiedea obovata,Caryophyllaceae,Schiedea,obovata,Endangered,0,1,0
Schiedea pentandra,950,Schpent,Dicot,Caryophyllaceae,Schiedea,pentandra,0,0,0,489,0,0,0,0,0,0,0,0,1,1,1,0,32.0094,None,Rare,Rare,Endemic,Non_coastal,Schiedea pentandra,Caryophyllaceae,Schiedea,pentandra,Rare,0,0,0
Schiedea perlmanii,951,Schperl,Dicot,Caryophyllaceae,Schiedea,perlmanii,0,0,522,0,0,0,0,0,0,0,0,0,1,1,1,0,42.7284,None,Endangered,Endangered,Endemic,Non_coastal,Schiedea perlmanii,Caryophyllaceae,Schiedea,perlmanii,Endangered,0,1,0
Schiedea pubescens,952,Schpube,Dicot,Caryophyllaceae,Schiedea,pubescens,0,510,0,0,402,305,0,0,0,0,0,0,1,1,1,0,297.0666,None,Rare,Rare,Endemic,Non_coastal,Schiedea pubescens,Caryophyllaceae,Schiedea,pubescens,Rare,0,0,0
Schiedea salicaria,953,Schsali,Dicot,Caryophyllaceae,Schiedea,salicaria,0,511,0,0,0,0,0,0,0,0,0,0,1,1,1,0,133.2621,None,Vulnerable,Vulnerable,Endemic,Non_coastal,Schiedea salicaria,Caryophyllaceae,Schiedea,salicaria,Vulnerable,0,0,0
Schiedea sarmentosa,954,Schsarm,Dicot,Caryophyllaceae,Schiedea,sarmentosa,0,0,0,0,403,0,0,0,0,0,0,0,1,1,1,0,43.0101,None,Endangered,Endangered,Endemic,Non_coastal,Schiedea sarmentosa,Caryophyllaceae,Schiedea,sarmentosa,Endangered,0,1,0
Schiedea spergulina,955,Schsper,Dicot,Caryophyllaceae,Schiedea,spergulina,0,0,523,0,0,0,0,0,0,0,0,0,1,1,1,1,620.6544,None,Vulnerable,Vulnerable,Endemic,Non_coastal,Schiedea spergulina,Caryophyllaceae,Schiedea,spergulina,Vulnerable,0,0,0
Schiedea stellarioides,956,Schstel,Dicot,Caryophyllaceae,Schiedea,stellarioides,0,0,524,0,0,0,0,0,0,0,0,0,1,1,1,0,93.4038,Laulihilihi,Endangered,Endangered,Endemic,Non_coastal,Schiedea stellarioides,Caryophyllaceae,Schiedea,stellarioides,Endangered,0,1,0
Schiedea trinervis,957,Schtrin,Dicot,Caryophyllaceae,Schiedea,trinervis,0,0,0,490,0,0,0,0,0,0,0,0,1,1,1,0,6.0633,None,Endangered,Endangered,Endemic,Non_coastal,Schiedea trinervis,Caryophyllaceae,Schiedea,trinervis,Endangered,0,1,0
Schiedea viscosa,958,Schvisc,Dicot,Caryophyllaceae,Schiedea,viscosa,0,0,525,0,0,0,0,0,0,0,0,0,1,1,1,0,50.6754,None,Endangered,Endangered,Endemic,Non_coastal,Schiedea viscosa,Caryophyllaceae,Schiedea,viscosa,Endangered,0,1,0
Schizaea robusta,959,Schrobu,Pteridophyte,Schizaeaceae,Schizaea,robusta,422,512,526,491,404,306,0,0,0,0,0,0,1,1,1,0,891.333,‘O?li‘I makali‘i,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Schizaea robusta,Schizaeaceae,Schizaea,robusta,Apparently Secure,0,0,0
Schoenoplectus juncoides,960,Schjunc,Monocot,Cyperaceae,Schoenoplectus,juncoides,423,0,527,0,0,0,0,0,0,0,0,0,1,1,1,1,1750.2111,Kaluh?,Apparently Secure,Apparently Secure,Indigenous,Non_coastal,Schoenoplectus juncoides,Cyperaceae,Schoenoplectus,juncoides,Apparently Secure,0,0,0
Schoenoplectus tabernaemontani,961,Schlacu,Monocot,Cyperaceae,Schoenoplectus,tabernaemontani,424,0,528,492,405,0,0,77,0,0,0,0,1,1,1,1,1672.1811,‘Aka‘akai,Apparently Secure,Apparently Secure,Indigenous,Non_coastal,Schoenoplectus lacustris,Cyperaceae,Schoenoplectus,lacustris,Apparently Secure,0,0,0
Scleria testacea,962,Scltest,Monocot,Cyperaceae,Scleria,testacea,425,513,0,0,0,0,0,0,0,0,0,0,1,1,1,0,591.0147,Nutgrass,Apparently Secure,Apparently Secure,Indigenous,Coastal,Scleria testacea,Cyperaceae,Scleria,testacea,Apparently Secure,0,0,0
Selaginella arbuscula,963,Selarbu,Pteridophyte,Selaginellaceae,Selaginella,arbuscula,426,514,529,493,406,307,0,0,0,0,0,0,1,1,1,1,7437.2445,Lepelepe a moa,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Selaginella arbuscula,Selaginellaceae,Selaginella,arbuscula,Apparently Secure,0,0,0
Selaginella deflexa,964,Seldefl,Pteridophyte,Selaginellaceae,Selaginella,deflexa,427,515,530,494,407,0,0,0,0,0,0,0,1,1,1,0,203.733,None,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Selaginella deflexa,Selaginellaceae,Selaginella,deflexa,Apparently Secure,0,0,0
Senna gaudichaudii,965,Sengaud,Dicot,Fabaceae,Senna,gaudichaudii,428,516,531,495,408,308,59,0,0,0,0,0,1,1,1,1,4881.0816,Kolomona,Apparently Secure,Apparently Secure,Indigenous,Non_coastal,Senna gaudichaudii,Fabaceae,Senna,gaudichaudii,Apparently Secure,0,0,0
Sesbania tomentosa,966,Sestome,Dicot,Fabaceae,Sesbania,tomentosa,429,517,532,496,409,309,60,78,1,0,0,0,1,1,1,1,4250.5596,‘Ohai,Endangered,Endangered,Endemic,Non_coastal,Sesbania tomentosa,Fabaceae,Sesbania,tomentosa,Endangered,0,1,0
Sesuvium portulacastrum,967,Sesport,Dicot,Aizoaceae,Sesuvium,portulacastrum,430,518,533,497,410,310,61,79,0,0,0,0,1,1,1,1,669.627,‘?kulikuli,Apparently Secure,Apparently Secure,Indigenous,Coastal,Sesuvium portulacastrum,Aizoaceae,Sesuvium,portulacastrum,Apparently Secure,0,0,0
Sicyos alba,968,Sicalba,Dicot,Cucurbitaceae,Sicyos,alba,431,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,616.0545,‘?nunu,Endangered,Endangered,Endemic,Non_coastal,Sicyos alba,Cucurbitaceae,Sicyos,alba,Endangered,0,1,0
Sicyos anunu,969,Sicanun,Dicot,Cucurbitaceae,Sicyos,anunu,432,0,0,0,0,311,0,0,0,0,0,0,1,1,1,0,2171.8845,‘?nunu,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Sicyos anunu,Cucurbitaceae,Sicyos,anunu,Apparently Secure,0,0,0
Sicyos cucumerinus,970,Siccucu,Dicot,Cucurbitaceae,Sicyos,cucumerinus,433,519,534,0,411,0,0,0,0,0,0,0,1,1,1,1,2114.5815,Panunukuahiwi,Rare,Rare,Endemic,Non_coastal,Sicyos cucumerinus,Cucurbitaceae,Sicyos,cucumerinus,Rare,0,0,0
Sicyos erostratus,971,Siceros,Dicot,Cucurbitaceae,Sicyos,erostratus,0,520,0,498,412,0,0,0,0,0,0,0,1,1,1,0,1223.2872,‘?nunu,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Sicyos erostratus,Cucurbitaceae,Sicyos,erostratus,Apparently Secure,0,0,0
Sicyos herbstii,972,Sicherb,Dicot,Cucurbitaceae,Sicyos,herbstii,0,0,535,0,0,0,0,0,0,0,0,0,1,1,1,0,319.176,‘?nunu,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Sicyos herbstii,Cucurbitaceae,Sicyos,herbstii,Apparently Secure,0,0,0
Sicyos hispidus,973,Sichisp,Dicot,Cucurbitaceae,Sicyos,hispidus,434,521,0,0,413,312,0,0,0,0,0,0,1,1,1,0,1633.7232,‘?nunu,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Sicyos hispidus,Cucurbitaceae,Sicyos,hispidus,Apparently Secure,0,0,0
Sicyos lanceoloidea,974,Siclanc,Dicot,Cucurbitaceae,Sicyos,lanceoloidea,0,0,536,499,0,0,0,0,0,0,0,0,1,1,1,0,299.619,‘?nunu,Endangered,Endangered,Endemic,Non_coastal,Sicyos lancioloidea,Cucurbitaceae,Sicyos,lancioloidea,Endangered,0,1,0
Sicyos lasiocephalus,975,Siclasi,Dicot,Cucurbitaceae,Sicyos,lasiocephalus,435,0,0,0,414,0,0,0,0,0,0,0,1,1,1,0,506.8746,‘?nunu,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Sicyos lasiocephalus,Cucurbitaceae,Sicyos,lasiocephalus,Apparently Secure,0,0,0
Sicyos macrophyllus,976,Sicmacr,Dicot,Cucurbitaceae,Sicyos,macrophyllus,436,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3246.426,‘?nunu,Rare,Rare,Endemic,Non_coastal,Sicyos macrophyllus,Cucurbitaceae,Sicyos,macrophyllus,Rare,0,0,0
Sicyos maximowiczii,977,Sicmaxi,Dicot,Cucurbitaceae,Sicyos,maximowiczii,0,0,0,500,0,0,0,80,0,0,0,0,1,1,1,1,154.6812,Puaokama,Apparently Secure,Apparently Secure,Endemic,Coastal,Sicyos maximowiczii,Cucurbitaceae,Sicyos,maximowiczii,Apparently Secure,0,0,0
Sicyos pachycarpus,978,Sicpach,Dicot,Cucurbitaceae,Sicyos,pachycarpus,437,522,537,501,415,313,62,81,0,0,0,0,1,1,1,1,4774.7988,K?pala,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Sicyos pachycarpus,Cucurbitaceae,Sicyos,pachycarpus,Apparently Secure,0,0,0
Sicyos waimanaloensis,979,Sicwaim,Dicot,Cucurbitaceae,Sicyos,waimanaloensis,0,0,538,502,416,0,0,0,0,0,0,0,1,1,1,0,766.7451,‘?nunu,Rare,Rare,Endemic,Non_coastal,Sicyos waimanaloensis,Cucurbitaceae,Sicyos,waimanaloensis,Rare,0,0,0
Sida fallax,980,Sidfall,Dicot,Malvaceae,Sida,fallax,438,523,539,503,417,314,63,82,1,0,0,0,1,1,1,1,13562.8335,‘Ilima,Apparently Secure,Apparently Secure,Indigenous,Non_coastal,Sida fallax,Malvaceae,Sida,fallax,Apparently Secure,0,0,0
Silene alexandri,981,Silalex,Dicot,Caryophyllaceae,Silene,alexandri,0,0,0,0,418,0,0,0,0,0,0,0,1,1,1,0,17.5725,None,Endangered,Endangered,Endemic,Non_coastal,Silene alexandri,Caryophyllaceae,Silene,alexandri,Endangered,0,1,0
Silene hawaiiensis,982,Silhawa,Dicot,Caryophyllaceae,Silene,hawaiiensis,439,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,2626.1649,None,Rare,Rare,Endemic,Non_coastal,Silene hawaiiensis,Caryophyllaceae,Silene,hawaiiensis,Rare,0,0,0
Silene lanceolata,983,Sillanc,Dicot,Caryophyllaceae,Silene,lanceolata,440,0,540,504,419,315,0,0,1,0,0,0,1,1,1,0,1111.6341,None,Endangered,Endangered,Endemic,Non_coastal,Silene lanceolata,Caryophyllaceae,Silene,lanceolata,Endangered,0,1,0
Silene struthioloides,984,Silstru,Dicot,Caryophyllaceae,Silene,struthioloides,441,524,0,0,0,0,0,0,0,0,0,0,1,1,1,0,764.5347,None,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Silene struthioloides,Caryophyllaceae,Silene,struthioloides,Apparently Secure,0,0,0
Sisyrinchium acre,985,Sisacre,Monocot,Iridaceae,Sisyrinchium,acre,442,525,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2567.0808,Mau‘u l?‘ili,Rare,Rare,Endemic,Non_coastal,Sisyrinchium acre,Iridaceae,Sisyrinchium,acre,Rare,0,0,0
Smilax melastomifolia,986,Smimela,Monocot,Smilacaceae,Smilax,melastomifolia,443,526,541,505,420,316,0,0,0,0,0,0,1,1,1,0,9310.2732,Hoi kuahiwi,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Smilax melastomifolia,Smilacaceae,Smilax,melastomifolia,Apparently Secure,0,0,0
Solanum americanum,987,Solamer,Dicot,Solanaceae,Solanum,americanum,444,527,542,506,421,317,64,83,0,0,0,0,1,1,1,1,13789.7811,P?polo,Apparently Secure,Apparently Secure,Indigenous,Non_coastal,Solanum americanum,Solanaceae,Solanum,americanum,Apparently Secure,0,0,0
Solanum incompletum,988,Solinco,Dicot,Solanaceae,Solanum,incompletum,445,528,543,0,422,318,0,0,1,0,0,0,1,1,1,1,2307.9177,P?polo k? mai,Endangered,Endangered,Endemic,Non_coastal,Solanum incompletum,Solanaceae,Solanum,incompletum,Endangered,1,1,0
Solanum nelsonii,989,Solnels,Dicot,Solanaceae,Solanum,nelsonii,446,529,544,507,423,0,0,84,0,0,0,0,1,1,1,1,245.0079,P?polo,Vulnerable,Vulnerable,Endemic,Coastal,Solanum nelsonii,Solanaceae,Solanum,nelsonii,Vulnerable,0,0,0
Solanum sandwicense,990,Solsand,Dicot,Solanaceae,Solanum,sandwicense,0,0,545,508,0,319,0,0,0,0,0,0,1,1,1,0,414.6174,P?polo‘aiakeakua,Endangered,Endangered,Endemic,Non_coastal,Solanum sandwicense,Solanaceae,Solanum,sandwicense,Endangered,0,1,0
Sophora chrysophylla,991,Sopchry,Dicot,Fabaceae,Sophora,chrysophylla,447,530,546,509,424,320,0,0,0,0,0,0,1,1,1,1,7947.7137,M?mane,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Sophora chrysophylla,Fabaceae,Sophora,chrysophylla,Apparently Secure,1,0,0
Spermolepis hawaiiensis,992,Spehawa,Dicot,Apiaceae,Spermolepis,hawaiiensis,448,531,547,510,425,321,0,0,0,0,0,0,1,1,1,0,3589.443,None,Endangered,Endangered,Endemic,Non_coastal,Spermolepis hawaiiensis,Apiaceae,Spermolepis,hawaiiensis,Endangered,0,1,0
Hymenophyllum lanceolatum,993,Sphlanc,Pteridophyte,Hymenophyllaceae,Hymenophyllum,lanceolatum,449,532,548,511,426,322,0,0,1,0,0,0,1,1,1,0,2833.5483,Palai hinahina,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Sphaerocionium lanceolatum,Hymenophyllaceae,Sphaerocionium,lanceolatum,Apparently Secure,0,0,0
Hymenophyllum obtusum,994,Sphobtu,Pteridophyte,Hymenophyllaceae,Hymenophyllum,obtusum,450,533,0,512,427,323,0,0,0,0,0,0,1,1,1,0,2159.739,Palai lau li‘i,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Sphaerocionium obtusum,Hymenophyllaceae,Sphaerocionium,obtusum,Apparently Secure,0,0,0
Sphenomeris chinensis,995,Sphchin,Pteridophyte,Lindsaeaceae,Sphenomeris,chinensis,451,534,549,513,428,324,0,0,1,0,0,0,1,1,1,0,8065.3635,Pala‘?,Apparently Secure,Apparently Secure,Indigenous,Non_coastal,Sphenomeris chinensis,Lindsaeaceae,Sphenomeris,chinensis,Apparently Secure,0,0,0
Sporobolus virginicus,996,Spovirg,Monocot,Poaceae,Sporobolus,virginicus,452,535,550,514,429,325,65,85,0,0,0,0,1,1,1,1,526.5171,‘Aki‘aki,Apparently Secure,Apparently Secure,Indigenous,Coastal,Sporobolus virginicus,Poaceae,Sporobolus,virginicus,Apparently Secure,0,0,0
Stenogyne angustifolia,997,Steangu,Dicot,Lamiaceae,Stenogyne,angustifolia,453,536,0,0,430,0,0,0,0,0,0,0,1,1,1,0,2220.2496,None,Endangered,Endangered,Endemic,Non_coastal,Stenogyne angustifolia,Lamiaceae,Stenogyne,angustifolia,Endangered,0,1,0
Stenogyne bifida,998,Stebifi,Dicot,Lamiaceae,Stenogyne,bifida,0,0,0,0,431,0,0,0,0,0,0,0,1,1,1,0,84.9753,None,Endangered,Endangered,Endemic,Non_coastal,Stenogyne bifida,Lamiaceae,Stenogyne,bifida,Endangered,0,1,0
Stenogyne calaminthoides,999,Stecala,Dicot,Lamiaceae,Stenogyne,calaminthoides,454,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2596.4073,None,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Stenogyne calaminthoides,Lamiaceae,Stenogyne,calaminthoides,Apparently Secure,0,0,0
Stenogyne calycosa,1000,Stecaly,Dicot,Lamiaceae,Stenogyne,calycosa,0,537,0,0,0,0,0,0,0,0,0,0,1,1,1,0,67.7268,None,Vulnerable,Vulnerable,Endemic,Non_coastal,Stenogyne calycosa,Lamiaceae,Stenogyne,calycosa,Vulnerable,0,0,0
Stenogyne campanulata,1001,Stecamp,Dicot,Lamiaceae,Stenogyne,campanulata,0,0,551,0,0,0,0,0,0,0,0,0,1,1,1,0,38.2509,None,Endangered,Endangered,Endemic,Non_coastal,Stenogyne campanulata,Lamiaceae,Stenogyne,campanulata,Endangered,0,1,0
Stenogyne cranwelliae,1002,Stecran,Dicot,Lamiaceae,Stenogyne,cranwelliae,455,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,59.2803,None,Endangered,Endangered,Endemic,Non_coastal,Stenogyne cranwelliae,Lamiaceae,Stenogyne,cranwelliae,Endangered,0,1,0
Stenogyne haliakalae,1003,Stehali,Dicot,Lamiaceae,Stenogyne,haliakalae,0,538,0,0,0,0,0,0,0,0,0,0,1,1,1,0,153.4716,None,Extinct,Extinct,Endemic,Non_coastal,Stenogyne haliakalae,Lamiaceae,Stenogyne,haliakalae,Extinct,0,0,0
Stenogyne kaalae,1004,Stekaal,Dicot,Lamiaceae,Stenogyne,kaalae,0,0,0,515,0,0,0,0,0,0,0,0,1,1,1,0,44.9064,None,"Apparently Secure, including endangered subspecies",Apparently Secure,Endemic,Non_coastal,Stenogyne kaalae,Lamiaceae,Stenogyne,kaalae,Apparently Secure,0,0,0
Stenogyne kamehamehae,1005,Stekame,Dicot,Lamiaceae,Stenogyne,kamehamehae,0,539,0,0,432,0,0,0,0,0,0,0,1,1,1,0,363.0924,None,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Stenogyne kamehamehae,Lamiaceae,Stenogyne,kamehamehae,Apparently Secure,0,0,0
Stenogyne kanehoana,1006,Stekane,Dicot,Lamiaceae,Stenogyne,kanehoana,0,0,0,516,0,0,0,0,0,0,0,0,1,1,1,0,30.3408,None,Endangered,Endangered,Endemic,Non_coastal,Stenogyne kanehoana,Lamiaceae,Stenogyne,kanehoana,Endangered,0,1,0
Stenogyne kealiae,1007,Stekeal,Dicot,Lamiaceae,Stenogyne,kealiae,0,0,552,0,0,0,0,0,0,0,0,0,1,1,1,0,211.6701,None,Rare,Rare,Endemic,Non_coastal,Stenogyne kealiae,Lamiaceae,Stenogyne,kealiae,Rare,0,0,0
Stenogyne macrantha,1008,Stemacr,Dicot,Lamiaceae,Stenogyne,macrantha,456,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2499.4125,None,Rare,Rare,Endemic,Non_coastal,Stenogyne macrantha,Lamiaceae,Stenogyne,macrantha,Rare,0,0,0
Stenogyne microphylla,1009,Stemicr,Dicot,Lamiaceae,Stenogyne,microphylla,457,540,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2521.0404,None,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Stenogyne microphylla,Lamiaceae,Stenogyne,microphylla,Apparently Secure,0,0,0
Stenogyne purpurea,1010,Stepurp,Dicot,Lamiaceae,Stenogyne,purpurea,0,0,553,0,0,0,0,0,0,0,0,0,1,1,1,0,238.5801,None,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Stenogyne purpurea,Lamiaceae,Stenogyne,purpurea,Apparently Secure,0,0,0
Stenogyne rotundifolia,1011,Sterotu,Dicot,Lamiaceae,Stenogyne,rotundifolia,0,541,0,0,0,0,0,0,0,0,0,0,1,1,1,0,33.2757,Pua‘ainaka,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Stenogyne rotundifolia,Lamiaceae,Stenogyne,rotundifolia,Apparently Secure,0,0,0
Stenogyne rugosa,1012,Sterugo,Dicot,Lamiaceae,Stenogyne,rugosa,458,542,0,0,0,0,0,0,0,0,0,0,1,1,1,0,4615.5366,M?‘ohi‘ohi,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Stenogyne rugosa,Lamiaceae,Stenogyne,rugosa,Apparently Secure,0,0,0
Stenogyne scrophularioides,1013,Stescro,Dicot,Lamiaceae,Stenogyne,scrophularioides,459,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1770.9606,M?hihi,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Stenogyne scrophularioides,Lamiaceae,Stenogyne,scrophularioides,Apparently Secure,0,0,0
Stenogyne sessilis,1014,Stesess,Dicot,Lamiaceae,Stenogyne,sessilis,460,543,0,0,0,326,0,0,0,0,0,0,1,1,1,0,3228.8265,None,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Stenogyne sessilis,Lamiaceae,Stenogyne,sessilis,Apparently Secure,0,0,0
Sticherus owhyhensis,1015,Stiowhy,Pteridophyte,Gleicheniaceae,Sticherus,owhyhensis,461,544,554,517,433,327,0,0,0,0,0,0,1,1,1,0,1966.6683,Uluhe,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Sticherus owhyhensis,Gleicheniaceae,Sticherus,owhyhensis,Apparently Secure,0,0,0
Streblus pendulinus,1016,Strpend,Dicot,Moraceae,Streblus,pendulinus,462,545,555,518,434,328,0,0,0,0,0,0,1,1,1,0,2006.8605,A‘ia‘i,Apparently Secure,Apparently Secure,Indigenous,Non_coastal,Streblus pendulinus,Moraceae,Streblus,pendulinus,Apparently Secure,0,0,0
Strongylodon ruber,1017,Strrube,Dicot,Fabaceae,Strongylodon,ruber,463,546,556,519,435,0,0,0,0,0,0,0,1,1,1,1,2099.1114,Nuku ‘i‘iwi,Rare,Rare,Endemic,Non_coastal,Strongylodon ruber,Fabaceae,Strongylodon,ruber,Rare,0,0,0
Syzygium sandwicensis,1018,Syzsand,Dicot,Myrtaceae,Syzygium,sandwicensis,0,547,557,520,436,329,0,0,0,0,0,0,1,1,1,1,1612.2465,‘?hi‘a h?,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Syzygium sandwicensis,Myrtaceae,Syzygium,sandwicensis,Apparently Secure,0,0,0
Tectaria gaudichaudii,1019,Tecgaud,Pteridophyte,Dryopteridaceae,Tectaria,gaudichaudii,464,548,558,521,437,330,0,0,0,0,0,0,1,1,1,0,5100.795,‘Iwa‘iwa lau nui,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Tectaria gaudichaudii,Dryopteridaceae,Tectaria,gaudichaudii,Apparently Secure,0,0,0
Tetramolopium arenarium,1020,Tetaren,Dicot,Asteraceae,Tetramolopium,arenarium,465,549,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1202.1795,None,"Endangered, including extinct subspecies",Endangered,Endemic,Non_coastal,Tetramolopium arenarium,Asteraceae,Tetramolopium,arenarium,Endangered,0,1,0
Tetramolopium capillare,1021,Tetcapi,Dicot,Asteraceae,Tetramolopium,capillare,0,550,0,0,0,0,0,0,0,0,0,0,1,1,1,0,156.1068,P?makani,Endangered,Endangered,Endemic,Non_coastal,Tetramolopium capillare,Asteraceae,Tetramolopium,capillare,Endangered,0,1,0
Tetramolopium consanguineum,1022,Tetcons,Dicot,Asteraceae,Tetramolopium,consanguineum,466,0,559,0,0,0,0,0,1,0,0,0,1,1,1,0,1047.9699,None,"Rare, including extinct subspecies",Rare,Endemic,Non_coastal,Tetramolopium consanguineum,Asteraceae,Tetramolopium,consanguineum,Rare,0,0,0
Tetramolopium filiforme,1023,Tetfili,Dicot,Asteraceae,Tetramolopium,filiforme,0,0,0,522,0,0,0,0,0,0,0,0,1,1,1,0,90.225,None,Endangered,Endangered,Endemic,Non_coastal,Tetramolopium filiforme,Asteraceae,Tetramolopium,filiforme,Endangered,0,1,0
Tetramolopium humile,1024,Tethumi,Dicot,Asteraceae,Tetramolopium,humile,467,551,0,0,0,0,0,0,1,0,0,0,1,1,1,0,3568.2201,None,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Tetramolopium humile,Asteraceae,Tetramolopium,humile,Apparently Secure,0,0,0
Tetramolopium lepidotum,1025,Tetlepi,Dicot,Asteraceae,Tetramolopium,lepidotum,0,552,0,523,0,331,0,0,0,0,0,0,1,1,1,0,560.3022,None,"Endangered, including extinct subspecies",Endangered,Endemic,Non_coastal,Tetramolopium lepidotum,Asteraceae,Tetramolopium,lepidotum,Endangered,0,1,0
Tetramolopium remyi,1026,Tetremy,Dicot,Asteraceae,Tetramolopium,remyi,0,553,0,0,0,332,0,0,0,0,0,0,1,1,1,0,143.0136,None,Endangered,Endangered,Endemic,Non_coastal,Tetramolopium remyi,Asteraceae,Tetramolopium,remyi,Endangered,0,1,0
Tetramolopium rockii,1027,Tetrock,Dicot,Asteraceae,Tetramolopium,rockii,0,0,0,0,438,0,0,0,0,0,0,0,1,1,1,0,199.3293,None,Vulnerable,Vulnerable,Endemic,Coastal,Tetramolopium rockii,Asteraceae,Tetramolopium,rockii,Vulnerable,0,0,0
Tetramolopium sylvae,1028,Tetsylv,Dicot,Asteraceae,Tetramolopium,sylvae,0,554,0,0,439,0,0,0,0,0,0,0,1,1,1,0,45.4113,None,Rare,Rare,Indigenous,Coastal,Tetramolopium sylvae,Asteraceae,Tetramolopium,sylvae,Rare,0,0,0
Polyscias flynnii,1029,Tetflyn,Dicot,Araliaceae,Polyscias,flynnii,0,0,560,0,0,0,0,0,0,0,0,0,1,1,1,0,7.5285,None,Endangered,Endangered,Endemic,Non_coastal,Tetraplasandra flynnii,Araliaceae,Tetraplasandra,flynnii,Endangered,0,1,0
