spp,sp_code,shpcode,DIVISION,FAMILY,GENUS,SPECIES,Ha,Ma,Ka,Oa,Mo,La,Ke,Ni,Pioneer,Envelope gap,GAP_Habitat,Substrate,Forest,Shrubland,Grassland,Alien_hab_comp,CCE_Area,Common Name,Conservation Status,Status.simplified,Native Status,Coastal,spp_old,family_old,genus_old,species_old,Status.simplified_old,Test spp,TEs,temp
Machaerina mariscoides,603,Macmari,Monocot,Cyperaceae,Machaerina,mariscoides,275,336,330,322,264,198,0,0,0,0,0,0,1,1,1,1,6336.8136,‘Uki,Apparently Secure,Apparently Secure,Indigenous,Non_coastal,Machaerina mariscoides,Cyperaceae,Machaerina,mariscoides,Apparently Secure,0,0,0
Marattia douglasii,604,Mardoug,Pteridophyte,Marattiaceae,Marattia,douglasii,276,337,331,323,265,199,0,0,0,0,0,0,1,1,1,0,6431.6961,Pala,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Marattia douglasii,Marattiaceae,Marattia,douglasii,Apparently Secure,0,0,0
Marsilea villosa,605,Marvill,Pteridophyte,Marsileaceae,Marsilea,villosa,0,0,0,324,266,0,0,54,0,0,0,0,1,1,1,1,378.6552,‘Ihi‘ihi,Endangered,Endangered,Endemic,Coastal,Marsilea villosa,Marsileaceae,Marsilea,villosa,Endangered,0,1,0
Hymenophyllum recurvum,606,Mecrecu,Pteridophyte,Hymenophyllaceae,Hymenophyllum,recurvum,277,338,332,325,267,200,0,0,1,0,0,0,1,1,1,0,4547.3841,‘?hi‘a k?,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Hymenophyllum recurvum,Hymenophyllaceae,Hymenophyllum,recurvum,Apparently Secure,0,0,0
Melanthera fauriei,607,Melfaur,Dicot,Asteraceae,Melanthera,fauriei,0,0,333,0,0,0,0,0,0,0,0,0,1,1,1,0,88.9974,Nehe,Endangered,Endangered,Endemic,Non_coastal,Melanthera fauriei,Asteraceae,Melanthera,fauriei,Endangered,0,1,0
Melanthera integrifolia,608,Melinte,Dicot,Asteraceae,Melanthera,integrifolia,278,339,334,326,268,201,40,55,0,0,0,0,1,1,1,1,1241.5203,Nehe,Apparently Secure,Apparently Secure,Endemic,Coastal,Melanthera integrifolia,Asteraceae,Melanthera,integrifolia,Apparently Secure,0,0,0
Melanthera kamolensis,609,Melkamo,Dicot,Asteraceae,Melanthera,kamolensis,0,340,0,0,0,0,0,0,0,0,0,0,1,1,1,0,89.5005,Nehe,Endangered,Endangered,Endemic,Non_coastal,Melanthera kamolensis,Asteraceae,Melanthera,kamolensis,Endangered,0,1,0
Melanthera lavarum,610,Mellava,Dicot,Asteraceae,Melanthera,lavarum,279,341,0,0,269,202,41,0,0,0,0,0,1,1,1,0,3496.3686,Nehe,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Melanthera lavarum,Asteraceae,Melanthera,lavarum,Apparently Secure,0,0,0
Melanthera micrantha,611,Melmicr,Dicot,Asteraceae,Melanthera,micrantha,0,0,335,0,0,0,0,0,0,0,0,0,1,1,1,0,100.5858,Nehe,Endangered,Endangered,Endemic,Non_coastal,Melanthera micrantha,Asteraceae,Melanthera,micrantha,Endangered,0,1,0
Melanthera remyi,612,Melremy,Dicot,Asteraceae,Melanthera,remyi,0,0,0,327,0,0,0,0,0,0,0,0,1,1,1,0,127.4904,Nehe,Rare,Rare,Endemic,Non_coastal,Melanthera remyi,Asteraceae,Melanthera,remyi,Rare,0,0,0
Melanthera subcordata,613,Melsubc,Dicot,Asteraceae,Melanthera,subcordata,280,0,336,0,0,203,0,0,0,0,0,0,1,1,1,0,4192.0866,Nehe,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Melanthera subcordata,Asteraceae,Melanthera,subcordata,Apparently Secure,0,0,0
Melanthera tenuifolia,614,Meltenu1,Dicot,Asteraceae,Melanthera,tenuifolia,0,0,0,328,0,0,0,0,0,0,0,0,1,1,1,0,228.1797,Nehe,Endangered,Endangered,Endemic,Non_coastal,Melanthera tenuifolia,Asteraceae,Melanthera,tenuifolia,Endangered,0,1,0
Melanthera tenuis,615,Meltenu2,Dicot,Asteraceae,Melanthera,tenuis,0,0,0,329,0,0,0,0,0,0,0,0,1,1,1,0,82.845,Nehe,Vulnerable,Vulnerable,Endemic,Non_coastal,Melanthera tenuis,Asteraceae,Melanthera,tenuis,Vulnerable,0,0,0
Melanthera venosa,616,Melveno,Dicot,Asteraceae,Melanthera,venosa,281,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,389.007,Nehe,Endangered,Endangered,Endemic,Non_coastal,Melanthera venosa,Asteraceae,Melanthera,venosa,Endangered,0,1,0
Melanthera waimeaensis,617,Melwaim,Dicot,Asteraceae,Melanthera,waimeaensis,0,0,337,0,0,0,0,0,0,0,0,0,1,1,1,0,2.5758,Nehe,Endangered,Endangered,Endemic,Non_coastal,Melanthera waimeaensis,Asteraceae,Melanthera,waimeaensis,Endangered,0,1,0
Melicope adscendens,618,Meladsc,Dicot,Rutaceae,Melicope,adscendens,0,342,0,0,0,0,0,0,0,0,0,0,1,1,1,0,64.3338,Alani,Endangered,Endangered,Endemic,Non_coastal,Melicope adscendens,Rutaceae,Melicope,adscendens,Endangered,0,1,0
Melicope anisata,619,Melanis,Dicot,Rutaceae,Melicope,anisata,0,0,338,0,0,0,0,0,0,0,0,0,1,1,1,0,363.2427,Mokihana,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Melicope anisata,Rutaceae,Melicope,anisata,Apparently Secure,0,0,0
Melicope balloui,620,Melball,Dicot,Rutaceae,Melicope,balloui,0,343,0,0,0,0,0,0,0,0,0,0,1,1,1,0,142.3386,Alani,Endangered,Endangered,Endemic,Non_coastal,Melicope balloui,Rutaceae,Melicope,balloui,Endangered,0,1,0
Melicope barbigera,621,Melbarb,Dicot,Rutaceae,Melicope,barbigera,0,0,339,0,0,0,0,0,0,0,0,0,1,1,1,0,146.2212,Uahiapele,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Melicope barbigera,Rutaceae,Melicope,barbigera,Apparently Secure,0,0,0
Melicope christophersenii,622,Melchri,Dicot,Rutaceae,Melicope,christophersenii,0,0,0,330,0,0,0,0,0,0,0,0,1,1,1,0,38.1654,Alani,Rare,Rare,Endemic,Non_coastal,Melicope christophersenii,Rutaceae,Melicope,christophersenii,Rare,0,0,0
Melicope cinerea,623,Melcine,Dicot,Rutaceae,Melicope,cinerea,0,0,0,331,0,0,0,0,0,0,0,0,1,1,1,0,237.8052,Alani,Rare,Rare,Endemic,Non_coastal,Melicope cinerea,Rutaceae,Melicope,cinerea,Rare,0,0,0
Melicope clusiifolia,624,Melclus,Dicot,Rutaceae,Melicope,clusiifolia,282,344,340,332,270,204,0,0,0,0,0,0,1,1,1,1,6806.5812,K?kaemoa,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Melicope clusiifolia,Rutaceae,Melicope,clusiifolia,Apparently Secure,0,0,0
Melicope cruciata,625,Melcruc,Dicot,Rutaceae,Melicope,cruciata,0,0,341,0,0,0,0,0,0,0,0,0,1,1,1,0,52.1046,Pilo ‘ula,Rare,Rare,Endemic,Non_coastal,Melicope cruciata,Rutaceae,Melicope,cruciata,Rare,0,0,0
Melicope degeneri,626,Meldege,Dicot,Rutaceae,Melicope,degeneri,0,0,342,0,0,0,0,0,0,0,0,0,1,1,1,0,77.7069,Alani,Endangered,Endangered,Endemic,Non_coastal,Melicope degeneri,Rutaceae,Melicope,degeneri,Endangered,0,1,0
Melicope elliptica,627,Melelli,Dicot,Rutaceae,Melicope,elliptica,0,345,0,333,271,0,0,0,0,0,0,0,1,1,1,0,629.9127,Leiohi‘iaka,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Melicope elliptica,Rutaceae,Melicope,elliptica,Apparently Secure,0,0,0
Melicope feddei,628,Melfedd,Dicot,Rutaceae,Melicope,feddei,0,0,343,0,0,0,0,0,0,0,0,0,1,1,1,0,298.2969,Alani,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Melicope feddei,Rutaceae,Melicope,feddei,Apparently Secure,0,0,0
Melicope haleakalae,629,Melhale,Dicot,Rutaceae,Melicope,haleakalae,0,346,0,0,0,0,0,0,0,0,0,0,1,1,1,0,70.6086,Alani,Rare,Rare,Endemic,Non_coastal,Melicope haleakalae,Rutaceae,Melicope,haleakalae,Rare,0,0,0
Melicope haupuensis,630,Melhaup,Dicot,Rutaceae,Melicope,haupuensis,0,0,344,0,0,0,0,0,0,0,0,0,1,1,1,0,151.884,Alani,Endangered,Endangered,Endemic,Non_coastal,Melicope haupuensis,Rutaceae,Melicope,haupuensis,Endangered,0,1,0
Melicope hawaiensis,631,Melhawa,Dicot,Rutaceae,Melicope,hawaiensis,283,347,0,0,272,205,0,0,0,0,0,0,1,1,1,0,2504.3238,Mokihana k?kae moa,Vulnerable,Vulnerable,Endemic,Non_coastal,Melicope hawaiensis,Rutaceae,Melicope,hawaiensis,Vulnerable,0,0,0
Melicope hiiakae,632,Melhiia,Dicot,Rutaceae,Melicope,hiiakae,0,0,0,334,0,0,0,0,0,0,0,0,1,1,1,0,139.8915,Alani,Vulnerable,Vulnerable,Endemic,Non_coastal,Melicope hiiakae,Rutaceae,Melicope,hiiakae,Vulnerable,0,0,0
Melicope hosakae,633,Melhosa,Dicot,Rutaceae,Melicope,hosakae,0,0,0,335,0,0,0,0,0,0,0,0,1,1,1,0,116.1603,Alani,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Melicope hosakae,Rutaceae,Melicope,hosakae,Apparently Secure,0,0,0
Melicope kaalaensis,634,Melkaal,Dicot,Rutaceae,Melicope,kaalaensis,0,0,0,336,0,0,0,0,0,0,0,0,1,1,1,0,30.8844,Alani,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Melicope kaalaensis,Rutaceae,Melicope,kaalaensis,Apparently Secure,0,0,0
Melicope kavaiensis,635,Melkava,Dicot,Rutaceae,Melicope,kavaiensis,0,0,345,0,0,0,0,0,0,0,0,0,1,1,1,0,81.3465,Pilo ‘ula,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Melicope kavaiensis,Rutaceae,Melicope,kavaiensis,Apparently Secure,0,0,0
Melicope knudsenii,636,Melknud,Dicot,Rutaceae,Melicope,knudsenii,0,348,346,0,0,0,0,0,0,0,0,0,1,1,1,0,448.2774,Alani,Endangered,Endangered,Endemic,Non_coastal,Melicope knudsenii,Rutaceae,Melicope,knudsenii,Endangered,0,1,0
Melicope lydgatei,637,Mellydg,Dicot,Rutaceae,Melicope,lydgatei,0,0,0,337,0,0,0,0,0,0,0,0,1,1,1,0,130.5783,Alani,Endangered,Endangered,Endemic,Non_coastal,Melicope lydgatei,Rutaceae,Melicope,lydgatei,Endangered,0,1,0
Melicope macropus,638,Melmacr,Dicot,Rutaceae,Melicope,macropus,0,0,347,0,0,0,0,0,0,0,0,0,1,1,1,0,96.4539,Alani,Extinct?,Extinct,Endemic,Non_coastal,Melicope macropus,Rutaceae,Melicope,macropus,Extinct,0,0,0
Melicope makahae,639,Melmaka,Dicot,Rutaceae,Melicope,makahae,0,0,0,338,0,0,0,0,0,0,0,0,1,1,1,0,25.6896,Alani,Endangered,Endangered,Endemic,Non_coastal,Melicope makahae,Rutaceae,Melicope,makahae,Endangered,0,1,0
Melicope molokaiensis,640,Melmolo,Dicot,Rutaceae,Melicope,molokaiensis,0,349,0,0,273,0,0,0,0,0,0,0,1,1,1,0,505.2708,Alani,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Melicope molokaiensis,Rutaceae,Melicope,molokaiensis,Apparently Secure,0,0,0
Melicope mucronulata,641,Melmucr,Dicot,Rutaceae,Melicope,mucronulata,0,350,0,0,274,0,0,0,0,0,0,0,1,1,1,0,177.804,Alani,Endangered,Endangered,Endemic,Non_coastal,Melicope mucronulata,Rutaceae,Melicope,mucronulata,Endangered,0,1,0
Melicope munroi,642,Melmunr,Dicot,Rutaceae,Melicope,munroi,0,0,0,0,0,206,0,0,0,0,0,0,1,1,1,0,12.3759,Alani,Endangered,Endangered,Endemic,Non_coastal,Melicope munroi,Rutaceae,Melicope,munroi,Endangered,0,1,0
Melicope nealae,643,Melneal,Dicot,Rutaceae,Melicope,nealae,0,0,348,0,0,0,0,0,0,0,0,0,1,1,1,0,2.1798,Alani,Extinct?,Extinct,Endemic,Non_coastal,Melicope nealae,Rutaceae,Melicope,nealae,Extinct,0,0,0
Melicope oahuensis,644,Meloahu,Dicot,Rutaceae,Melicope,oahuensis,0,0,0,339,0,0,0,0,0,0,0,0,1,1,1,0,240.4116,Alani,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Melicope oahuensis,Rutaceae,Melicope,oahuensis,Apparently Secure,0,0,0
Melicope orbicularis,645,Melorbi,Dicot,Rutaceae,Melicope,orbicularis,0,351,0,0,0,0,0,0,0,0,0,0,1,1,1,0,583.8849,Alani,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Melicope orbicularis,Rutaceae,Melicope,orbicularis,Apparently Secure,0,0,0
Melicope ovalis,646,Meloval,Dicot,Rutaceae,Melicope,ovalis,0,352,0,0,0,0,0,0,0,0,0,0,1,1,1,0,87.0588,Alani,Endangered,Endangered,Endemic,Non_coastal,Melicope ovalis,Rutaceae,Melicope,ovalis,Endangered,0,1,0
Melicope ovata,647,Melovat,Dicot,Rutaceae,Melicope,ovata,0,0,349,340,0,0,0,0,0,0,0,0,1,1,1,0,376.2756,Alani,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Melicope ovata,Rutaceae,Melicope,ovata,Apparently Secure,0,0,0
Melicope pallida,648,Melpall,Dicot,Rutaceae,Melicope,pallida,0,0,350,341,0,0,0,0,0,0,0,0,1,1,1,0,249.2127,Alani,Endangered,Endangered,Endemic,Non_coastal,Melicope pallida,Rutaceae,Melicope,pallida,Endangered,0,1,0
Melicope paniculata,649,Melpani,Dicot,Rutaceae,Melicope,paniculata,0,0,351,0,0,0,0,0,0,0,0,0,1,1,1,0,57.9906,Alani,Vulnerable,Vulnerable,Endemic,Non_coastal,Melicope paniculata,Rutaceae,Melicope,paniculata,Vulnerable,0,0,0
Melicope peduncularis,650,Melpedu,Dicot,Rutaceae,Melicope,peduncularis,0,353,352,342,275,0,0,0,0,0,0,0,1,1,1,0,1553.562,Alani,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Melicope peduncularis,Rutaceae,Melicope,peduncularis,Apparently Secure,0,0,0
Melicope pseudoanisata,651,Melpseu,Dicot,Rutaceae,Melicope,pseudoanisata,284,354,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2077.7571,Alani,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Melicope pseudoanisata,Rutaceae,Melicope,pseudoanisata,Apparently Secure,0,0,0
Melicope puberula,652,Melpube,Dicot,Rutaceae,Melicope,puberula,0,0,353,0,0,0,0,0,0,0,0,0,1,1,1,0,121.5459,Alani,Rare,Rare,Endemic,Non_coastal,Melicope puberula,Rutaceae,Melicope,puberula,Rare,0,0,0
Melicope quadrangularis,653,Melquad,Dicot,Rutaceae,Melicope,quadrangularis,0,0,354,0,0,0,0,0,0,0,0,0,1,1,1,0,55.7532,Alani,Endangered,Endangered,Endemic,Non_coastal,Melicope quadrangularis,Rutaceae,Melicope,quadrangularis,Endangered,0,1,0
Melicope radiata,654,Melradi,Dicot,Rutaceae,Melicope,radiata,285,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,4187.8746,Alani,Apparently Secure,Extinct,Endemic,Non_coastal,Melicope radiata,Rutaceae,Melicope,radiata,Apparently Secure,0,0,0
Melicope reflexa,655,Melrefl,Dicot,Rutaceae,Melicope,reflexa,0,0,0,0,276,0,0,0,0,0,0,0,1,1,1,0,44.6526,Alani,Endangered,Endangered,Endemic,Non_coastal,Melicope reflexa,Rutaceae,Melicope,reflexa,Endangered,0,1,0
Melicope rotundifolia,656,Melrotu,Dicot,Rutaceae,Melicope,rotundifolia,0,0,0,343,0,0,0,0,0,0,0,0,1,1,1,0,197.2953,Alani,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Melicope rotundifolia,Rutaceae,Melicope,rotundifolia,Apparently Secure,0,0,0
Melicope saint-johnii,657,Melsain,Dicot,Rutaceae,Melicope,saint-johnii,0,0,0,344,0,0,0,0,0,0,0,0,1,1,1,0,153.0945,Alani,Endangered,Endangered,Endemic,Non_coastal,Melicope saint-johnii,Rutaceae,Melicope,saint-johnii,Endangered,0,1,0
Melicope sandwicensis,658,Melsand,Dicot,Rutaceae,Melicope,sandwicensis,0,0,0,345,0,0,0,0,0,0,0,0,1,1,1,0,79.9236,Alani,Rare,Rare,Endemic,Non_coastal,Melicope sandwicensis,Rutaceae,Melicope,sandwicensis,Rare,0,0,0
Melicope sessilis,659,Melsess,Dicot,Rutaceae,Melicope,sessilis,0,355,0,0,277,0,0,0,0,0,0,0,1,1,1,0,264.528,Alani,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Melicope sessilis,Rutaceae,Melicope,sessilis,Apparently Secure,0,0,0
Melicope volcanica,660,Melvolc,Dicot,Rutaceae,Melicope,volcanica,286,356,0,0,0,207,0,0,0,0,0,0,1,1,1,0,4373.9271,Alani,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Melicope volcanica,Rutaceae,Melicope,volcanica,Apparently Secure,0,0,0
Melicope waialealae,661,Melwaia,Dicot,Rutaceae,Melicope,waialealae,0,0,355,0,0,0,0,0,0,0,0,0,1,1,1,0,119.1951,Alani wai,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Melicope waialealae,Rutaceae,Melicope,waialealae,Apparently Secure,0,0,0
Melicope wawraeana,662,Melwawr,Dicot,Rutaceae,Melicope,wawraeana,0,0,356,346,0,0,0,0,0,0,0,0,1,1,1,0,505.2789,Alani,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Melicope wawraeana,Rutaceae,Melicope,wawraeana,Apparently Secure,0,0,0
Metrosideros macropus,663,Metmacr,Dicot,Myrtaceae,Metrosideros,macropus,0,0,0,347,0,0,0,0,0,0,0,0,1,1,1,0,319.3227,‘?hi‘a lehua,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Metrosideros macropus,Myrtaceae,Metrosideros,macropus,Apparently Secure,0,0,0
Metrosideros polymorpha,664,Metpoly,Dicot,Myrtaceae,Metrosideros,polymorpha,287,357,357,348,278,208,0,0,1,0,0,0,1,1,1,1,14002.3332,‘?hi‘a lehua,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Metrosideros polymorpha,Myrtaceae,Metrosideros,polymorpha,Apparently Secure,1,0,0
Metrosideros rugosa,665,Metrugo,Dicot,Myrtaceae,Metrosideros,rugosa,0,0,0,349,0,0,0,0,0,0,0,0,1,1,1,0,43.8183,Lehua papa,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Metrosideros rugosa,Myrtaceae,Metrosideros,rugosa,Apparently Secure,0,0,0
Metrosideros tremuloides,666,Mettrem,Dicot,Myrtaceae,Metrosideros,tremuloides,0,0,0,350,0,0,0,0,0,0,0,0,1,1,1,1,385.3215,Lehua ‘?hihi,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Metrosideros tremuloides,Myrtaceae,Metrosideros,tremuloides,Apparently Secure,0,0,0
Metrosideros waialealae,667,Metwaia,Dicot,Myrtaceae,Metrosideros,waialealae,0,358,358,0,279,209,0,0,0,0,0,0,1,1,1,0,461.6712,‘?hi‘a lehua,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Metrosideros waialealae,Myrtaceae,Metrosideros,waialealae,Apparently Secure,0,0,0
Microlepia speluncae,668,Micspel,Pteridophyte,Dennstaedtiaceae,Microlepia,speluncae,288,0,359,351,0,0,0,0,0,0,0,0,1,1,1,0,1279.0926,None,Apparently Secure,Apparently Secure,Indigenous,Non_coastal,Microlepia speluncae,Dennstaedtiaceae,Microlepia,speluncae,Apparently Secure,0,0,0
Microlepia strigosa,669,Micstri,Pteridophyte,Dennstaedtiaceae,Microlepia,strigosa,289,359,360,352,280,210,0,0,0,0,0,0,1,1,1,1,10493.5176,Palapalai,"Apparently Secure, including rare variety",Apparently Secure,Indigenous,Non_coastal,Microlepia strigosa,Dennstaedtiaceae,Microlepia,strigosa,Apparently Secure,0,0,0
Microsorum spectrum,670,Micspec,Pteridophyte,Polypodiaceae,Microsorum,spectrum,290,360,361,353,281,211,0,0,0,0,0,0,1,1,1,0,3193.9641,Pe‘ahi,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Microsorum spectrum,Polypodiaceae,Microsorum,spectrum,Apparently Secure,0,0,0
Morelotia gahniiformis,671,Morgahn,Monocot,Cyperaceae,Morelotia,gahniiformis,291,361,362,0,282,212,0,0,1,0,0,0,1,1,1,1,7993.5102,None,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Morelotia gahniiformis,Cyperaceae,Morelotia,gahniiformis,Apparently Secure,1,0,0
Morinda trimera,672,Mortrim,Dicot,Rubiaceae,Morinda,trimera,0,362,363,354,0,213,0,0,0,0,0,0,1,1,1,0,1202.1489,Noni kuahiwi,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Morinda trimera,Rubiaceae,Morinda,trimera,Apparently Secure,0,0,0
Mucuna gigantea,673,Mucgiga,Dicot,Fabaceae,Mucuna,gigantea,292,363,364,355,283,0,0,0,0,0,0,0,1,1,1,1,2220.1542,K?‘e‘e,Apparently Secure,Apparently Secure,Indigenous,Coastal,Mucuna gigantea,Fabaceae,Mucuna,gigantea,Apparently Secure,0,0,0
Mucuna sloanei,674,Mucsloa,Dicot,Fabaceae,Mucuna,sloanei,293,364,365,356,0,0,0,0,0,0,0,0,1,1,1,0,717.9102,None,"Apparently Secure, including endangered variety",Apparently Secure,Indigenous,Non_coastal,Mucuna sloanei,Fabaceae,Mucuna,sloanei,Apparently Secure,0,0,0
Polyscias racemosa,675,Munrace,Dicot,Araliaceae,Polyscias,racemosa,0,0,366,0,0,0,0,0,0,0,0,0,1,1,1,0,370.0611,None,Endangered,Endangered,Endemic,Non_coastal,Munroidendron racemosum,Araliaceae,Munroidendron,racemosum,Endangered,1,1,0
Myoporum sandwicense,676,Myosand,Dicot,Myoporaceae,Myoporum,sandwicense,294,365,367,357,284,214,42,56,1,0,0,0,1,1,1,1,15931.6938,Naio,Apparently Secure,Apparently Secure,Indigenous,Non_coastal,Myoporum sandwicense,Myoporaceae,Myoporum,sandwicense,Apparently Secure,0,0,0
Myrsine alyxifolia,677,Myralyx,Dicot,Primulaceae,Myrsine,alyxifolia,0,0,368,0,0,0,0,0,0,0,0,0,1,1,1,0,61.3071,K?lea,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Myrsine alyxifolia,Myrsinaceae,Myrsine,alyxifolia,Apparently Secure,0,0,0
Myrsine degeneri,678,Myrdege,Dicot,Primulaceae,Myrsine,degeneri,0,0,0,358,0,0,0,0,0,0,0,0,1,1,1,0,15.318,K?lea,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Myrsine degeneri,Myrsinaceae,Myrsine,degeneri,Apparently Secure,0,0,0
Myrsine denticulata,679,Myrdent,Dicot,Primulaceae,Myrsine,denticulata,0,0,369,0,0,0,0,0,0,0,0,0,1,1,1,0,90.1206,K?lea,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Myrsine denticulata,Myrsinaceae,Myrsine,denticulata,Apparently Secure,0,0,0
Myrsine emarginata,680,Myremar,Dicot,Primulaceae,Myrsine,emarginata,0,366,0,359,0,215,0,0,0,0,0,0,1,1,1,0,425.0025,K?lea,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Myrsine emarginata,Myrsinaceae,Myrsine,emarginata,Apparently Secure,0,0,0
Myrsine fernseei,681,Myrfern,Dicot,Primulaceae,Myrsine,fernseei,0,0,370,0,0,0,0,0,0,0,0,0,1,1,1,0,210.3147,K?lea,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Myrsine fernseei,Myrsinaceae,Myrsine,fernseei,Apparently Secure,0,0,0
Myrsine fosbergii,682,Myrfosb,Dicot,Primulaceae,Myrsine,fosbergii,0,0,371,360,0,0,0,0,0,0,0,0,1,1,1,0,939.0942,K?lea,Rare,Rare,Endemic,Non_coastal,Myrsine fosbergii,Myrsinaceae,Myrsine,fosbergii,Rare,0,0,0
Myrsine helleri,683,Myrhell,Dicot,Primulaceae,Myrsine,helleri,0,0,372,0,0,0,0,0,0,0,0,0,1,1,1,0,115.5681,‘?liko,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Myrsine helleri,Myrsinaceae,Myrsine,helleri,Apparently Secure,0,0,0
Myrsine juddii,684,Myrjudd,Dicot,Primulaceae,Myrsine,juddii,0,0,0,361,0,0,0,0,0,0,0,0,1,1,1,0,26.2602,K?lea,Endangered,Endangered,Endemic,Non_coastal,Myrsine juddii,Myrsinaceae,Myrsine,juddii,Endangered,0,1,0
Myrsine kauaiensis,685,Myrkaua,Dicot,Primulaceae,Myrsine,kauaiensis,0,0,373,0,0,0,0,0,0,0,0,0,1,1,1,0,67.4199,K?lea,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Myrsine kauaiensis,Myrsinaceae,Myrsine,kauaiensis,Apparently Secure,0,0,0
Myrsine knudsenii,686,Myrknud,Dicot,Primulaceae,Myrsine,knudsenii,0,0,374,0,0,0,0,0,0,0,0,0,1,1,1,0,27.9369,K?lea,Rare,Endangered,Endemic,Non_coastal,Myrsine knudsenii,Myrsinaceae,Myrsine,knudsenii,Rare,0,0,0
Myrsine lanaiensis,687,Myrlana,Dicot,Primulaceae,Myrsine,lanaiensis,295,367,375,362,285,216,0,0,0,0,0,0,1,1,1,0,6088.1067,K?lea,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Myrsine lanaiensis,Myrsinaceae,Myrsine,lanaiensis,Apparently Secure,0,0,0
Myrsine lessertiana,688,Myrless,Dicot,Primulaceae,Myrsine,lessertiana,296,368,376,363,286,217,0,0,1,0,0,0,1,1,1,1,9049.8465,K?lea lau nui,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Myrsine lessertiana,Myrsinaceae,Myrsine,lessertiana,Apparently Secure,0,0,0
Myrsine linearifolia,689,Myrline,Dicot,Primulaceae,Myrsine,linearifolia,0,0,377,0,0,0,0,0,0,0,0,0,1,1,1,0,285.4494,K?lea,Vulnerable,Vulnerable,Endemic,Non_coastal,Myrsine linearifolia,Myrsinaceae,Myrsine,linearifolia,Vulnerable,0,0,0
Myrsine mezii,690,Myrmezi,Dicot,Primulaceae,Myrsine,mezii,0,0,378,0,0,0,0,0,0,0,0,0,1,1,1,0,11.484,K?lea,Endangered,Endangered,Endemic,Non_coastal,Myrsine mezii,Myrsinaceae,Myrsine,mezii,Endangered,0,1,0
Myrsine petiolata,691,Myrpeti,Dicot,Primulaceae,Myrsine,petiolata,0,0,379,0,0,0,0,0,0,0,0,0,1,1,1,0,409.743,K?lea,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Myrsine petiolata,Myrsinaceae,Myrsine,petiolata,Apparently Secure,0,0,0
Myrsine pukooensis,692,Myrpuko,Dicot,Primulaceae,Myrsine,pukooensis,0,369,0,364,287,218,0,0,0,0,0,0,1,1,1,0,389.1627,K?lea,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Myrsine pukooensis,Myrsinaceae,Myrsine,pukooensis,Apparently Secure,0,0,0
Myrsine punctata,693,Myrpunc,Dicot,Primulaceae,Myrsine,punctata,0,0,380,365,0,0,0,0,0,0,0,0,1,1,1,0,271.1871,K?lea,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Myrsine punctata,Myrsinaceae,Myrsine,punctata,Apparently Secure,0,0,0
